algorithm,instance,nodes,edges,diameter,diam_lB,diam_uB,radius,time,sep_size,balance,ratio,exit
LT,city/Berlin,28411,40603,353,233,354,1,119593,204,0.698808,0.017582,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,11450,204,0.698808,0.017582,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,34954,204,0.698808,0.017582,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,563,204,0.698808,0.017582,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,7912,204,0.698808,0.017582,post
LT,city/Berlin,28411,40603,353,233,354,1,135034,204,0.698808,0.017582,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,3998,204,0.698808,0.017582,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,15631,204,0.698808,0.017582,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,709,204,0.698808,0.017582,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,5122,204,0.698808,0.017582,post
LT,city/Berlin,28411,40603,353,233,354,1,66325,143,0.687239,0.012420,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,3596,143,0.687239,0.012420,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,16008,143,0.687239,0.012420,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,997,143,0.687239,0.012420,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,9595,143,0.687239,0.012420,post
LT,city/Berlin,28411,40603,353,233,354,1,76058,139,0.688990,0.012052,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,3227,139,0.688990,0.012052,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,24431,139,0.688990,0.012052,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,990,139,0.688990,0.012052,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,11954,139,0.688990,0.012052,post
LT,city/Berlin,28411,40603,353,233,354,1,89838,202,0.684321,0.017625,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,5148,202,0.684321,0.017625,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,6739,202,0.684321,0.017625,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,1116,202,0.684321,0.017625,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,13867,202,0.684321,0.017625,post
LT,city/Berlin,28411,40603,353,233,354,1,101687,189,0.682585,0.016508,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,5303,189,0.682585,0.016508,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,13045,189,0.682585,0.016508,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,7982,189,0.682585,0.016508,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,6328,189,0.682585,0.016508,post
LT,city/Berlin,28411,40603,353,233,354,1,250414,161,0.695271,0.013896,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,4912,161,0.695271,0.013896,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,12795,161,0.695271,0.013896,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,4280,161,0.695271,0.013896,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,6159,161,0.695271,0.013896,post
LT,city/Berlin,28411,40603,353,233,354,1,88854,139,0.688990,0.012052,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,96995,139,0.688990,0.012052,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,15469,139,0.688990,0.012052,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,1628,139,0.688990,0.012052,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,15994,139,0.688990,0.012052,post
LT,city/Berlin,28411,40603,353,233,354,1,109644,181,0.694681,0.015641,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,5709,181,0.694681,0.015641,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,6690,181,0.694681,0.015641,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,1961,181,0.694681,0.015641,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,14315,181,0.694681,0.015641,post
LT,city/Berlin,28411,40603,353,233,354,1,106722,195,0.696693,0.016831,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,6875,195,0.696693,0.016831,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,22102,195,0.696693,0.016831,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,1549,195,0.696693,0.016831,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,10933,195,0.696693,0.016831,post
LT,city/Berlin,28411,40603,353,233,354,1,145973,195,0.696693,0.016831,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,11135,195,0.696693,0.016831,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,17355,195,0.696693,0.016831,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,1838,195,0.696693,0.016831,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,20338,195,0.696693,0.016831,post
LT,city/Berlin,28411,40603,353,233,354,1,86905,237,0.683336,0.020722,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,10299,237,0.683336,0.020722,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,9385,237,0.683336,0.020722,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,1779,237,0.683336,0.020722,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,10358,237,0.683336,0.020722,post
LT,city/Berlin,28411,40603,353,233,354,1,70916,319,0.686093,0.027907,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,13590,319,0.686093,0.027907,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,19135,319,0.686093,0.027907,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,1914,319,0.686093,0.027907,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,13577,319,0.686093,0.027907,post
LT,city/Berlin,28411,40603,353,233,354,1,176744,201,0.680467,0.017596,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,5822,201,0.680467,0.017596,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,9753,201,0.680467,0.017596,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,2025,201,0.680467,0.017596,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,10581,201,0.680467,0.017596,post
LT,city/Berlin,28411,40603,353,233,354,1,65835,263,0.688441,0.022915,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,10094,263,0.688441,0.022915,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,12222,263,0.688441,0.022915,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,2168,263,0.688441,0.022915,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,9279,263,0.688441,0.022915,post
LT,city/Berlin,28411,40603,353,233,354,1,75942,151,0.695464,0.013026,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,6071,151,0.695464,0.013026,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,7656,151,0.695464,0.013026,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,1952,151,0.695464,0.013026,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,6598,151,0.695464,0.013026,post
LT,city/Berlin,28411,40603,353,233,354,1,67614,134,0.693538,0.011572,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,5361,134,0.693538,0.011572,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,5994,134,0.693538,0.011572,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,2105,134,0.693538,0.011572,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,7232,134,0.693538,0.011572,post
LT,city/Berlin,28411,40603,353,233,354,1,68458,139,0.688990,0.012052,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,7006,139,0.688990,0.012052,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,9074,139,0.688990,0.012052,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,1974,139,0.688990,0.012052,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,7583,139,0.688990,0.012052,post
LT,city/Berlin,28411,40603,353,233,354,1,79953,195,0.696591,0.016832,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,7390,195,0.696591,0.016832,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,9394,195,0.696591,0.016832,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,2380,195,0.696591,0.016832,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,9807,195,0.696591,0.016832,post
LT,city/Berlin,28411,40603,353,233,354,1,70686,139,0.688990,0.012052,bfs_level
LT_DMD,city/Berlin,28411,40603,353,233,354,1,5518,139,0.688990,0.012052,post
LT_DMD_NE,city/Berlin,28411,40603,353,233,354,1,7898,139,0.688990,0.012052,post
LT_NE,city/Berlin,28411,40603,353,233,354,1,1460,139,0.688990,0.012052,post
LT_NE_DMD,city/Berlin,28411,40603,353,233,354,1,7610,139,0.688990,0.012052,post
LT,city/München,12671,18360,227,194,271,1,20529,203,0.493352,0.049284,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,4858,203,0.493352,0.049284,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,24173,203,0.493352,0.049284,post
LT_NE,city/München,12671,18360,227,194,271,1,22065,203,0.493352,0.049284,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,6802,203,0.493352,0.049284,post
LT,city/München,12671,18360,227,194,271,1,54353,64,0.517636,0.014884,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,1545,64,0.517636,0.014884,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,2826,64,0.517636,0.014884,post
LT_NE,city/München,12671,18360,227,194,271,1,773,64,0.517636,0.014884,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,2814,64,0.517636,0.014884,post
LT,city/München,12671,18360,227,194,271,1,27354,142,0.506976,0.033689,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,3946,142,0.506976,0.033689,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,4827,142,0.506976,0.033689,post
LT_NE,city/München,12671,18360,227,194,271,1,743,142,0.506976,0.033689,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,3842,142,0.506976,0.033689,post
LT,city/München,12671,18360,227,194,271,1,32719,109,0.507681,0.025768,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,2204,109,0.507681,0.025768,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,2594,109,0.507681,0.025768,post
LT_NE,city/München,12671,18360,227,194,271,1,850,109,0.507681,0.025768,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,3648,109,0.507681,0.025768,post
LT,city/München,12671,18360,227,194,271,1,28031,109,0.507681,0.025768,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,3095,109,0.507681,0.025768,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,4337,109,0.507681,0.025768,post
LT_NE,city/München,12671,18360,227,194,271,1,1080,109,0.507681,0.025768,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,3780,109,0.507681,0.025768,post
LT,city/München,12671,18360,227,194,271,1,34017,189,0.524240,0.044025,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,4615,189,0.524240,0.044025,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,5810,189,0.524240,0.044025,post
LT_NE,city/München,12671,18360,227,194,271,1,574,189,0.524240,0.044025,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,3502,189,0.524240,0.044025,post
LT,city/München,12671,18360,227,194,271,1,26834,138,0.524325,0.032011,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,3917,138,0.524325,0.032011,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,4295,138,0.524325,0.032011,post
LT_NE,city/München,12671,18360,227,194,271,1,754,138,0.524325,0.032011,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,4148,138,0.524325,0.032011,post
LT,city/München,12671,18360,227,194,271,1,85064,178,0.523165,0.041482,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,4186,178,0.523165,0.041482,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,4158,178,0.523165,0.041482,post
LT_NE,city/München,12671,18360,227,194,271,1,956,178,0.523165,0.041482,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,5713,178,0.523165,0.041482,post
LT,city/München,12671,18360,227,194,271,1,27103,149,0.501439,0.035629,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,3371,149,0.501439,0.035629,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,4617,149,0.501439,0.035629,post
LT_NE,city/München,12671,18360,227,194,271,1,847,149,0.501439,0.035629,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,3248,149,0.501439,0.035629,post
LT,city/München,12671,18360,227,194,271,1,37913,69,0.515028,0.016106,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,2411,69,0.515028,0.016106,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,3752,69,0.515028,0.016106,post
LT_NE,city/München,12671,18360,227,194,271,1,911,69,0.515028,0.016106,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,3146,69,0.515028,0.016106,post
LT,city/München,12671,18360,227,194,271,1,24887,122,0.517229,0.028518,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,2278,122,0.517229,0.028518,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,3299,122,0.517229,0.028518,post
LT_NE,city/München,12671,18360,227,194,271,1,954,122,0.517229,0.028518,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,3709,122,0.517229,0.028518,post
LT,city/München,12671,18360,227,194,271,1,35361,115,0.514231,0.026970,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,3046,115,0.514231,0.026970,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,3490,115,0.514231,0.026970,post
LT_NE,city/München,12671,18360,227,194,271,1,837,115,0.514231,0.026970,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,3638,115,0.514231,0.026970,post
LT,city/München,12671,18360,227,194,271,1,22580,108,0.517820,0.025198,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,2497,108,0.517820,0.025198,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,3598,108,0.517820,0.025198,post
LT_NE,city/München,12671,18360,227,194,271,1,877,108,0.517820,0.025198,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,3411,108,0.517820,0.025198,post
LT,city/München,12671,18360,227,194,271,1,32920,72,0.516125,0.016787,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,2157,72,0.516125,0.016787,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,3144,72,0.516125,0.016787,post
LT_NE,city/München,12671,18360,227,194,271,1,1112,72,0.516125,0.016787,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,3738,72,0.516125,0.016787,post
LT,city/München,12671,18360,227,194,271,1,33277,102,0.508340,0.024079,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,3306,102,0.508340,0.024079,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,3707,102,0.508340,0.024079,post
LT_NE,city/München,12671,18360,227,194,271,1,610,102,0.508340,0.024079,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,2864,102,0.508340,0.024079,post
LT,city/München,12671,18360,227,194,271,1,76483,161,0.499281,0.038646,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,4296,161,0.499281,0.038646,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,5895,161,0.499281,0.038646,post
LT_NE,city/München,12671,18360,227,194,271,1,1093,161,0.499281,0.038646,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,5063,161,0.499281,0.038646,post
LT,city/München,12671,18360,227,194,271,1,31987,88,0.509477,0.020721,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,3006,88,0.509477,0.020721,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,4236,88,0.509477,0.020721,post
LT_NE,city/München,12671,18360,227,194,271,1,859,88,0.509477,0.020721,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,3228,88,0.509477,0.020721,post
LT,city/München,12671,18360,227,194,271,1,33302,119,0.509924,0.028073,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,3562,119,0.509924,0.028073,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,4895,119,0.509924,0.028073,post
LT_NE,city/München,12671,18360,227,194,271,1,1178,119,0.509924,0.028073,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,3829,119,0.509924,0.028073,post
LT,city/München,12671,18360,227,194,271,1,34720,81,0.507243,0.019117,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,2424,81,0.507243,0.019117,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,3680,81,0.507243,0.019117,post
LT_NE,city/München,12671,18360,227,194,271,1,1016,81,0.507243,0.019117,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,3724,81,0.507243,0.019117,post
LT,city/München,12671,18360,227,194,271,1,31235,121,0.513324,0.028424,bfs_level
LT_DMD,city/München,12671,18360,227,194,271,1,2559,121,0.513324,0.028424,post
LT_DMD_NE,city/München,12671,18360,227,194,271,1,3308,121,0.513324,0.028424,post
LT_NE,city/München,12671,18360,227,194,271,1,672,121,0.513324,0.028424,post
LT_NE_DMD,city/München,12671,18360,227,194,271,1,3791,121,0.513324,0.028424,post
LT,city/San Francisco,20413,29946,223,174,223,1,65607,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,3770,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,5049,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1810,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,5466,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,55570,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,3014,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,3998,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1457,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,3920,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,54854,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,2118,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,3751,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1032,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,3663,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,62574,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,3214,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,4829,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1504,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,4471,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,59894,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,2876,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,3327,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1095,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,3965,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,59926,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,2990,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,5313,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1742,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,5399,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,62426,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,43171,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,5264,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1418,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,5229,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,64409,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,2186,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,3933,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1773,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,4815,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,62777,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,3145,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,4667,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1271,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,5060,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,60614,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,2860,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,7249,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,42373,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,5156,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,67674,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,3303,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,5078,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1770,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,5655,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,60857,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,2737,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,4159,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1364,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,4953,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,55325,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,2746,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,5276,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1499,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,5159,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,118172,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,3786,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,4926,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1559,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,4657,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,70519,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,3045,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,4898,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1341,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,5220,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,60761,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,3105,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,4975,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1877,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,5742,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,59300,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,3958,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,5738,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1576,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,4861,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,59033,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,3307,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,4921,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1339,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,4687,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,63116,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,3030,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,4133,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1473,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,5395,0,0.999902,0.000000,post
LT,city/San Francisco,20413,29946,223,174,223,1,63324,0,0.999902,0.000000,graph_trivial
LT_DMD,city/San Francisco,20413,29946,223,174,223,1,2916,0,0.999902,0.000000,post
LT_DMD_NE,city/San Francisco,20413,29946,223,174,223,1,5340,0,0.999902,0.000000,post
LT_NE,city/San Francisco,20413,29946,223,174,223,1,1437,0,0.999902,0.000000,post
LT_NE_DMD,city/San Francisco,20413,29946,223,174,223,1,5455,0,0.999902,0.000000,post
LT,city/Osnabrück,3218,4002,86,80,104,1,6823,47,0.567474,0.040941,bfs_level
LT_DMD,city/Osnabrück,3218,4002,86,80,104,1,746,47,0.567474,0.040941,post
LT_DMD_NE,city/Osnabrück,3218,4002,86,80,104,1,1271,47,0.567474,0.040941,post
LT_NE,city/Osnabrück,3218,4002,86,80,104,1,310,47,0.567474,0.040941,post
LT_NE_DMD,city/Osnabrück,3218,4002,86,80,104,1,1004,47,0.567474,0.040941,post
LT,city/Osnabrück,3218,4002,86,80,104,1,8876,77,0.550346,0.069058,bfs_level
LT_DMD,city/Osnabrück,3218,4002,86,80,104,1,3344,77,0.550346,0.069058,post
