algorithm,instance,nodes,edges,diameter,diam_lB,diam_uB,radius,time,sep_size,balance,ratio,exit
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,27809,255,0.628237,0.067819,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1745,251,0.700209,0.062516,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1822,249,0.700558,0.061987,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,193,253,0.628571,0.067251,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1783,251,0.700209,0.062516,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26685,193,0.656868,0.049640,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1207,189,0.711918,0.046324,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1319,187,0.712267,0.045811,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,191,190,0.657095,0.048843,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1253,188,0.711196,0.046101,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28221,204,0.851096,0.045293,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1082,152,0.915581,0.032292,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1183,151,0.915775,0.032073,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,203,152,0.860219,0.033377,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1070,151,0.914286,0.032100,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28058,172,0.936552,0.036188,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1073,168,0.996751,0.034230,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1138,166,0.996346,0.033822,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,189,150,0.932889,0.031552,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1008,149,0.991308,0.030383,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28442,172,0.936552,0.036188,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1044,168,0.996751,0.034230,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1079,166,0.996346,0.033822,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,189,150,0.932889,0.031552,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,974,149,0.991308,0.030383,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,27418,218,0.575455,0.061013,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1142,159,0.626343,0.041953,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1247,158,0.626508,0.041678,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,204,159,0.584702,0.043790,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1059,158,0.625702,0.041711,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26591,174,0.529815,0.051131,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,910,137,0.568793,0.038311,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1022,136,0.568952,0.038021,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,193,137,0.535336,0.039837,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,918,136,0.568203,0.038053,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,27713,212,0.924499,0.045087,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1020,144,0.993931,0.029310,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1121,144,0.993931,0.029310,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,206,143,0.937303,0.029985,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,960,143,0.992521,0.029124,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26833,134,0.530324,0.039193,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,790,117,0.561049,0.032939,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,876,116,0.561207,0.032648,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,190,117,0.532723,0.034061,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,828,116,0.560467,0.032676,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28786,142,0.492506,0.043652,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,843,121,0.523362,0.035651,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,955,120,0.523516,0.035346,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,191,121,0.495459,0.036969,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,877,120,0.522811,0.035377,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,27820,177,0.961462,0.036760,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1119,175,0.968938,0.036194,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1174,174,0.968744,0.035988,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,189,174,0.961277,0.036130,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1165,173,0.970919,0.035736,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28418,208,0.885252,0.045237,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1003,142,0.950920,0.029553,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1123,142,0.950920,0.029553,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,208,141,0.897421,0.030238,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,951,141,0.949575,0.029363,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26928,230,0.520623,0.068759,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1170,165,0.570835,0.046167,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1272,164,0.570995,0.045874,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,197,165,0.530501,0.048401,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1067,164,0.570243,0.045913,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26897,257,0.610946,0.069553,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1774,253,0.681967,0.064018,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1826,251,0.682312,0.063480,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,193,255,0.611276,0.068975,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1781,253,0.681967,0.064018,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,27504,220,0.863567,0.048544,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1147,160,0.933582,0.033677,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1273,159,0.933779,0.033460,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,207,160,0.874286,0.034858,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1092,159,0.932260,0.033488,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,27060,202,0.829350,0.045475,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1021,139,0.889805,0.029938,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1105,139,0.889805,0.029938,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,192,138,0.840956,0.030633,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,950,138,0.888910,0.029735,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28685,148,0.749911,0.035054,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,883,124,0.793354,0.028382,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,971,123,0.793536,0.028146,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,195,124,0.753551,0.029218,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,888,123,0.792234,0.028172,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28256,157,0.743976,0.037390,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,972,155,0.792934,0.035599,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1046,154,0.793116,0.035362,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,187,154,0.743889,0.036667,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1031,153,0.791341,0.035172,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28081,196,0.832523,0.044005,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1002,148,0.893523,0.031835,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1093,147,0.893715,0.031613,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,203,148,0.840807,0.032889,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,987,147,0.892260,0.031640,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26750,153,0.842627,0.033977,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,957,151,0.895861,0.032445,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1010,150,0.896054,0.032223,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,188,150,0.842499,0.033304,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,999,149,0.894059,0.032043,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26445,156,0.901487,0.033426,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,908,143,0.957696,0.029656,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1014,143,0.957696,0.029656,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,187,142,0.903824,0.030342,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,931,142,0.956729,0.029461,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,27912,159,0.743622,0.037884,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,973,157,0.793223,0.036059,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1018,156,0.793405,0.035821,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,189,156,0.743535,0.037161,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1024,155,0.791629,0.035632,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26807,211,0.912288,0.045182,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1353,207,0.993283,0.042418,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1437,205,0.993690,0.041991,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,193,208,0.912500,0.044521,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1378,206,0.992270,0.042230,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28480,156,0.764158,0.036585,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,940,128,0.810380,0.028966,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1031,127,0.810563,0.028733,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,198,128,0.768542,0.029837,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,929,127,0.809236,0.028759,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28215,212,0.924499,0.045087,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1051,144,0.993931,0.029310,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1145,144,0.993931,0.029310,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,206,143,0.937303,0.029985,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1002,143,0.992521,0.029124,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28684,182,0.477280,0.057377,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1110,178,0.517849,0.053118,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1210,176,0.518158,0.052490,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,193,160,0.476148,0.050410,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1085,159,0.507044,0.048022,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26731,130,0.511254,0.038934,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,821,127,0.541211,0.036631,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,919,126,0.541367,0.036332,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,191,116,0.510622,0.034720,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,813,116,0.537409,0.033575,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26450,231,0.466156,0.074372,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1542,227,0.518254,0.068046,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1626,225,0.518565,0.067406,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,194,228,0.466387,0.073359,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1547,226,0.517702,0.067786,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,27322,156,0.901487,0.033426,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,935,143,0.957696,0.029656,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1032,143,0.957696,0.029656,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,189,142,0.903824,0.030342,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,971,142,0.956729,0.029461,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,27188,135,0.651322,0.034695,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,870,133,0.688687,0.033052,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,936,132,0.688858,0.032795,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,188,132,0.651272,0.033916,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,917,131,0.687297,0.032587,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28464,174,0.803598,0.039744,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,967,137,0.856739,0.030103,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1072,136,0.856928,0.029877,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,196,137,0.810057,0.031038,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,950,136,0.855880,0.029897,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28385,130,0.558257,0.036765,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,849,128,0.590206,0.034934,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,967,127,0.590367,0.034652,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,193,120,0.557377,0.033937,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,855,120,0.586894,0.032841,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28442,192,0.694540,0.047761,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1167,188,0.751517,0.044656,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1260,186,0.751874,0.044160,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,204,146,0.689643,0.036300,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,976,145,0.732290,0.034806,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26976,172,0.936552,0.036188,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1046,168,0.996751,0.034230,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1116,166,0.996346,0.033822,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,190,150,0.932889,0.031552,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,998,149,0.991308,0.030383,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26533,215,0.791468,0.049734,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1321,213,0.863835,0.046958,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1383,212,0.864026,0.046727,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,191,212,0.791362,0.049029,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1359,211,0.862089,0.046558,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,27584,142,0.692942,0.035192,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,820,121,0.732246,0.028975,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,892,100,0.735928,0.023827,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,189,121,0.696257,0.029840,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,828,120,0.731511,0.028749,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26885,217,0.582242,0.060278,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1414,213,0.639089,0.055818,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1480,211,0.639424,0.055265,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,194,214,0.582471,0.059411,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1426,212,0.638433,0.055585,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28702,161,0.782428,0.037277,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1025,159,0.834980,0.035507,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1076,158,0.835167,0.035276,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,190,158,0.782325,0.036574,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1064,157,0.833302,0.035092,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,27958,140,0.628675,0.036784,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,841,120,0.664701,0.030418,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,935,119,0.664869,0.030157,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,194,120,0.631440,0.031381,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,846,119,0.663748,0.030188,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28403,156,0.901487,0.033426,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,903,143,0.957696,0.029656,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1022,143,0.957696,0.029656,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,187,142,0.903824,0.030342,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,940,142,0.956729,0.029461,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26934,148,0.658028,0.037852,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,831,124,0.697199,0.030564,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,940,123,0.697371,0.030310,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,194,124,0.661507,0.031536,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,869,123,0.696205,0.030340,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26731,227,0.922305,0.048411,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1498,225,0.989214,0.046287,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1570,224,0.989013,0.046081,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,193,224,0.922139,0.047761,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1529,223,0.991242,0.045819,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,27455,129,0.611066,0.034455,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,842,127,0.644952,0.032808,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,895,126,0.645118,0.032541,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,186,126,0.611030,0.033645,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,870,125,0.643642,0.032325,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26790,159,0.986476,0.032535,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,975,157,0.987280,0.032106,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1047,155,0.986882,0.031697,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,187,156,0.986279,0.031915,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1051,155,0.986882,0.031697,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28468,191,0.658326,0.049050,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1247,187,0.712864,0.045788,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1332,185,0.713213,0.045277,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,191,188,0.658553,0.048255,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1256,186,0.712142,0.045566,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28262,203,0.920227,0.043237,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1314,201,0.998572,0.041054,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1370,200,0.998776,0.040841,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,191,200,0.920063,0.042589,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1339,199,0.996537,0.040679,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28304,176,0.665085,0.044852,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,952,138,0.711261,0.033667,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1052,137,0.711435,0.033415,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,202,138,0.670959,0.034848,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,936,137,0.710248,0.033447,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,27125,246,0.586016,0.068257,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1283,173,0.643861,0.044947,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1385,172,0.644028,0.044675,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,199,173,0.597626,0.047062,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1132,172,0.643203,0.044710,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26573,175,0.962645,0.036315,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1027,173,0.968550,0.035781,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1123,172,0.968356,0.035574,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,189,172,0.962460,0.035685,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1108,171,0.970529,0.035323,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28128,180,0.650420,0.046512,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,907,128,0.695346,0.031613,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1026,128,0.695346,0.031613,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,201,127,0.658770,0.032390,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,883,127,0.694354,0.031389,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26822,197,0.948519,0.041282,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1264,193,0.974034,0.039884,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1353,191,0.973642,0.039471,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,192,194,0.948728,0.040637,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1298,192,0.975030,0.039653,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28504,213,0.680749,0.053734,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1384,209,0.743722,0.050048,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1498,207,0.744078,0.049545,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,194,210,0.680975,0.052950,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1409,208,0.742969,0.049832,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28106,154,0.627438,0.040569,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,984,150,0.668643,0.038004,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1096,148,0.668982,0.037478,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,194,126,0.625082,0.033175,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,895,126,0.658938,0.032126,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,28557,130,0.673449,0.032729,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,827,129,0.710745,0.031456,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,922,129,0.710745,0.031456,post
LTFC_NE,table/grid/grid_100,10000,19800,198,180,203,100,187,128,0.673504,0.032217,post
LTFC_NE_DMD,table/grid/grid_100,10000,19800,198,180,203,100,864,128,0.710029,0.031227,post
LTFC,table/grid/grid_100,10000,19800,198,180,203,100,26911,210,0.904669,0.045161,cycle_expansion
LTFC_DMD,table/grid/grid_100,10000,19800,198,180,203,100,1024,143,0.972189,0.029430,post
LTFC_DMD_NE,table/grid/grid_100,10000,19800,198,180,203,100,1131,143,0.972189,0.029430,post
