algorithm,instance,nodes,edges,diameter,diam_lB,diam_uB,radius,time,sep_size,balance,ratio,exit
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,42130,356,0.499580,0.054393,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2199,350,0.528387,0.051516,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2378,346,0.528698,0.050897,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,117,352,0.499886,0.053749,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2490,350,0.528387,0.051516,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,38248,332,0.483744,0.051770,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2586,326,0.509590,0.049082,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2655,322,0.509897,0.048450,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,122,328,0.484046,0.051114,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2671,326,0.509590,0.049082,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,41743,344,0.491842,0.053078,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2721,338,0.519159,0.050298,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2865,334,0.519468,0.049673,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,137,340,0.492145,0.052429,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2966,338,0.519159,0.050298,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,40952,352,0.476001,0.055547,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2952,346,0.503672,0.052552,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,3061,342,0.503978,0.051913,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,156,348,0.476301,0.054881,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,3091,346,0.503672,0.052552,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,43483,200,0.507346,0.030008,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1377,200,0.530649,0.029133,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,1330,200,0.530649,0.029133,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,145,200,0.507346,0.030008,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1290,200,0.530649,0.029133,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,42869,200,0.490553,0.030689,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1595,200,0.513336,0.029775,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,1565,200,0.513336,0.029775,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,170,200,0.490553,0.030689,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1532,200,0.513336,0.029775,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,45701,200,0.486972,0.030840,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1526,200,0.509644,0.029918,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,1474,200,0.509644,0.029918,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,178,200,0.486972,0.030840,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1438,200,0.509644,0.029918,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,46521,200,0.506428,0.030044,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1549,200,0.529703,0.029167,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,1569,200,0.529703,0.029167,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,182,200,0.506428,0.030044,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1508,200,0.529703,0.029167,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,45653,200,0.486079,0.030878,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1566,200,0.508724,0.029954,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,1548,200,0.508724,0.029954,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,198,200,0.486079,0.030878,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1526,200,0.508724,0.029954,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,45148,200,0.501858,0.030225,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1542,200,0.524990,0.029338,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,1597,200,0.524990,0.029338,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,201,200,0.501858,0.030225,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1511,200,0.524990,0.029338,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,44614,200,0.490553,0.030689,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1600,200,0.513336,0.029775,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,1589,200,0.513336,0.029775,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,205,200,0.490553,0.030689,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1582,200,0.513336,0.029775,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,47188,200,0.505054,0.030098,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1688,200,0.528286,0.029218,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,1747,200,0.528286,0.029218,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,214,200,0.505054,0.030098,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1675,200,0.528286,0.029218,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,46914,200,0.502770,0.030189,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1669,200,0.525930,0.029304,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,1765,200,0.525930,0.029304,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,218,200,0.502770,0.030189,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1694,200,0.525930,0.029304,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,48276,200,0.490553,0.030689,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1658,200,0.513336,0.029775,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,1673,200,0.513336,0.029775,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,226,200,0.490553,0.030689,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1631,200,0.513336,0.029775,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,99728,398,0.843001,0.044385,cycle_expansion
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,5479,392,0.892674,0.042383,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,5571,282,0.884016,0.030477,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,192,274,0.833969,0.030543,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2905,272,0.880660,0.029440,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,48479,200,0.502770,0.030189,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1853,200,0.525930,0.029304,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2052,200,0.525930,0.029304,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,373,200,0.502770,0.030189,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2066,200,0.525930,0.029304,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,50523,200,0.490553,0.030689,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1966,200,0.513336,0.029775,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2231,200,0.513336,0.029775,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,372,200,0.490553,0.030689,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2200,200,0.513336,0.029775,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,46555,252,0.483512,0.039149,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2611,246,0.500988,0.037307,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2878,242,0.501292,0.036678,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,386,248,0.483813,0.038503,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2785,246,0.500988,0.037307,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,49877,284,0.500495,0.043181,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2926,278,0.521679,0.041112,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,3189,274,0.521987,0.040497,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,402,280,0.500799,0.042547,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,3107,278,0.521679,0.041112,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,47288,200,0.500038,0.030298,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1970,200,0.523114,0.029407,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2207,200,0.523114,0.029407,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,392,200,0.500038,0.030298,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2165,200,0.523114,0.029407,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,51264,332,0.483744,0.051770,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,3553,326,0.509590,0.049082,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,3890,322,0.509897,0.048450,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,407,328,0.484046,0.051114,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,3821,326,0.509590,0.049082,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,47710,200,0.488760,0.030764,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1927,200,0.511488,0.029846,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2210,200,0.511488,0.029846,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,391,200,0.488760,0.030764,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2166,200,0.511488,0.029846,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,51672,200,0.495958,0.030465,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2048,200,0.518908,0.029564,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2327,200,0.518908,0.029564,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,400,200,0.495958,0.030465,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2258,200,0.518908,0.029564,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,119167,397,0.750603,0.047228,cycle_expansion
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,4973,388,0.792379,0.044747,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,4973,270,0.784732,0.031120,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,224,270,0.742956,0.032101,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2412,266,0.780103,0.030755,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,53556,200,0.507346,0.030008,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1861,200,0.530649,0.029133,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2126,200,0.530649,0.029133,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,411,200,0.507346,0.030008,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2120,200,0.530649,0.029133,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,53375,200,0.486079,0.030878,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1889,200,0.508724,0.029954,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2160,200,0.508724,0.029954,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,409,200,0.486079,0.030878,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2165,200,0.508724,0.029954,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,51201,256,0.504916,0.038642,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2813,250,0.523134,0.036851,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,3036,246,0.523442,0.036240,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,425,252,0.505221,0.038015,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,3008,250,0.523134,0.036851,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,54392,336,0.507089,0.050778,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,4420,330,0.533999,0.048189,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,4644,326,0.534311,0.047577,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,428,332,0.507395,0.050143,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,4560,330,0.533999,0.048189,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,53303,236,0.496404,0.035992,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2344,230,0.512315,0.034339,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2608,226,0.512620,0.033721,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,422,232,0.496707,0.035360,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2586,230,0.512315,0.034339,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,51601,200,0.498222,0.030372,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1980,200,0.521241,0.029477,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2202,200,0.521241,0.029477,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,419,200,0.498222,0.030372,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2198,200,0.521241,0.029477,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,53541,292,0.489909,0.045055,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,3225,286,0.511731,0.042853,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,3514,282,0.512038,0.042228,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,431,288,0.490211,0.044410,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,3476,286,0.511731,0.042853,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,53646,244,0.490382,0.037533,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2686,238,0.507092,0.035789,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2963,234,0.507397,0.035167,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,427,240,0.490684,0.036895,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2887,238,0.507092,0.035789,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,53298,200,0.488760,0.030764,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1962,200,0.511488,0.029846,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2215,200,0.511488,0.029846,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,419,200,0.488760,0.030764,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2200,200,0.511488,0.029846,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,52981,216,0.484878,0.033431,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2253,210,0.498486,0.031896,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2578,206,0.498789,0.031269,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,425,212,0.485178,0.032792,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2505,210,0.498486,0.031896,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,53386,200,0.507346,0.030008,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2001,200,0.530649,0.029133,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2311,200,0.530649,0.029133,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,421,200,0.507346,0.030008,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2239,200,0.530649,0.029133,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,53720,356,0.499580,0.054393,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,4938,350,0.528387,0.051516,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,5241,346,0.528698,0.050897,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,442,352,0.499886,0.053749,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,5070,350,0.528387,0.051516,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,50977,236,0.496404,0.035992,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2374,230,0.512315,0.034339,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2621,226,0.512620,0.033721,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,437,232,0.496707,0.035360,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2596,230,0.512315,0.034339,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,53709,200,0.493701,0.030558,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1946,200,0.516581,0.029652,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2180,200,0.516581,0.029652,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,428,200,0.493701,0.030558,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2183,200,0.516581,0.029652,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,52429,312,0.488397,0.048290,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,3887,306,0.512285,0.045863,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,4271,302,0.512592,0.045237,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,432,308,0.488699,0.047641,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,4057,306,0.512285,0.045863,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,52075,356,0.499580,0.054393,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,4571,350,0.528387,0.051516,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,4939,346,0.528698,0.050897,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,447,352,0.499886,0.053749,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,4789,350,0.528387,0.051516,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,52379,324,0.497907,0.049534,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,3977,318,0.523294,0.047028,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,4363,314,0.523603,0.046409,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,438,320,0.498211,0.048892,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,4230,318,0.523294,0.047028,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,52146,220,0.505823,0.033108,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2341,214,0.520049,0.031610,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2629,210,0.520356,0.031001,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,427,216,0.506128,0.032486,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2546,214,0.520049,0.031610,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,52336,304,0.500800,0.046250,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,3753,298,0.524134,0.043979,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,3996,294,0.524443,0.043363,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,433,300,0.501105,0.045614,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,3907,298,0.524134,0.043979,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,51980,200,0.497316,0.030409,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2053,200,0.520307,0.029512,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2364,200,0.520307,0.029512,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,424,200,0.497316,0.030409,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2297,200,0.520307,0.029512,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,52506,200,0.495055,0.030502,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1994,200,0.517976,0.029599,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2251,200,0.517976,0.029599,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,426,200,0.495055,0.030502,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2249,200,0.517976,0.029599,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,52098,200,0.501858,0.030225,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1918,200,0.524990,0.029338,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2199,200,0.524990,0.029338,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,424,200,0.501858,0.030225,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2186,200,0.524990,0.029338,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,52913,200,0.492801,0.030595,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2031,200,0.515653,0.029687,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2310,200,0.515653,0.029687,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,425,200,0.492801,0.030595,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2290,200,0.515653,0.029687,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,52078,200,0.497316,0.030409,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2082,200,0.520307,0.029512,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2375,200,0.520307,0.029512,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,427,200,0.497316,0.030409,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2297,200,0.520307,0.029512,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,52433,200,0.501858,0.030225,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1963,200,0.524990,0.029338,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2262,200,0.524990,0.029338,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,425,200,0.501858,0.030225,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2194,200,0.524990,0.029338,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,52262,256,0.504916,0.038642,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2764,250,0.523134,0.036851,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,3081,246,0.523442,0.036240,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,431,252,0.505221,0.038015,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2971,250,0.523134,0.036851,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,111943,398,0.793760,0.045879,cycle_expansion
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,5018,389,0.839696,0.043454,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,5359,279,0.831971,0.031149,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,244,276,0.785643,0.031801,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2611,272,0.826683,0.030463,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,54557,272,0.488270,0.042021,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2736,266,0.507946,0.040012,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,3125,262,0.508252,0.039387,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,440,268,0.488572,0.041377,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,3091,266,0.507946,0.040012,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,54819,200,0.488313,0.030783,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,1931,200,0.511026,0.029864,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2227,200,0.511026,0.029864,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,428,200,0.488313,0.030783,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2249,200,0.511026,0.029864,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,54925,200,0.502770,0.030189,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2012,200,0.525930,0.029304,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,2254,200,0.525930,0.029304,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,429,200,0.502770,0.030189,post
LT_NE_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,2250,200,0.525930,0.029304,post
LT,table/globe/globe_100_100,20002,40200,101,101,201,101,55167,336,0.507089,0.050778,bfs_level
LT_DMD,table/globe/globe_100_100,20002,40200,101,101,201,101,4526,330,0.533999,0.048189,post
LT_DMD_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,4976,326,0.534311,0.047577,post
LT_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,440,332,0.507395,0.050143,post
